date,value
2025-09-02,80.4261
2025-09-03,80.5947
2025-09-04,80.8488
2025-09-05,81.2977
2025-09-06,81.5556
2025-09-09,82.3397
2025-09-10,83.2425
2025-09-11,84.9211
2025-09-12,85.6647
